i,kqg0,kqg1,p0,p1,p2
0,1.4148135367552321,-2.7461785850875735,9.199175590375539,0,0
1,1.449557471540843,-2.8000594388147766,9.198387474913151,0.12041347068323838,0
2,1.444910509647812,-2.7712461610209593,9.19602326356548,0.2408063091441232,0
3,1.4223031379222855,-2.759189217331029,9.192083361427851,0.36115788669552495,0
4,1.4271503667243872,-2.786042288622677,9.186568443582019,0.48144758172015645,0
5,1.3298125230881381,-2.8139563440044406,9.17947945498049,0.60165478320398,0
6,1.320634312198686,-2.7997307825109394,9.170817610284617,0.7217588942677975,0
7,1.1315417365388278,-3.0061778798518866,9.160584393656471,0.8417393356964176,0
8,1.235495171605055,-2.808628919059052,9.148781558504533,0.9615755494647996,0
9,1.1472081820635947,-2.820990574410024,9.135411127183257,1.0812470022605614,0
10,1.1420142468931318,-2.824700274704214,9.120475390646563,1.2007331890022583,0
11,1.0582325242714723,-2.8526346259893107,9.103976908055278,1.32001363635282,0
12,1.0593841996622495,-2.8369921892843175,9.08591850633864,1.439067906227553,0
13,0.9822420706839023,-2.8537227485019336,9.066303279709926,1.5578755992960966,0
14,0.968058432690893,-2.8500024119834784,9.04513458913627,1.6764163584777472,0
15,0.8828066263898889,-2.8678974052487574,9.022416061762776,1.7946698724295316,0
16,0.875143586878659,-2.857344374314204,8.99815159029103,1.9126158790264574,0
17,0.7912332727080307,-2.8658001134295747,8.972345332312107,2.0302341688333168,0
18,0.782220211279943,-2.8593172845380397,8.945001709594179,2.1475045885674717,0
19,0.7029391469944142,-2.8658980785316643,8.916125407324884,2.264407044552012,0
20,0.5711863518007091,-3.0837178083066275,8.885721373308535,2.3809215061587063,0
21,0.44678405901693136,-3.0456845675715063,8.853794817118327,2.497028009240139,0
22,0.5241718360679954,-2.8013210432010793,8.820351209203734,2.6127066595504704,0
23,0.4408943137053145,-2.817901404218438,8.785396279953144,2.72793763615421,0
24,0.4645801740642043,-2.8039122910918333,8.748936018712005,2.8427011948224266,0
25,0.32002592144160974,-2.7410021762737022,8.710976672756585,2.956977671415826,0
26,0.3155798208363003,-2.7550346210516814,8.671524746223513,3.0707474852540946,0
27,0.21303446261544356,-2.7493476744865033,8.630586998995357,3.1839911424709504,0
28,0.21900632981964363,-2.7395588736632233,8.588170445542323,3.29668923935431,0
29,0.13205227948865475,-2.7578296150338235,8.544282353720392,3.4088224656710215,0
30,0.020724616464042746,-2.9685471976216378,8.498930243525985,3.520371607975566,0
31,-0.08316946138871784,-2.9916088403585617,8.45212188580747,3.6313175529021864,0
32,-0.03168359272528756,-2.6967631399010497,8.403865300933653,3.741641290439859,0
33,-0.0928843883376502,-2.6972051223383176,8.354168757419544,3.851323917189564,0
34,-0.10182902786692397,-2.705262301992458,8.303040770509568,3.9603466396032827,0
35,-0.12380425076523234,-2.5645279891056867,8.250490100718553,4.068690777204174,0
36,-0.1395485225499779,-2.500416853763,8.196525752330631,4.176337765787378,0
37,-0.2372933382286909,-2.5371994457332154,8.141156971856423,4.283269160600893,0
38,-0.25198580467560544,-2.605342967290551,8.084393246448682,4.389466639505996,0
39,-0.33156377692366124,-2.595403411021622,8.026244302276728,4.494912006116636,0
40,-0.37848736069659866,-2.567027230525751,7.966720102859918,4.599587192917295,0
41,-0.45364790583588466,-2.569653528035919,7.905830847360443,4.703474264358763,0
42,-0.5049140172464576,-2.4436109068032916,7.843586968835761,4.806555419931302,0
43,-0.605348776871912,-2.4800212230432264,7.779999132450947,4.908812997214667,0
44,-0.6195710539408993,-2.511412341711286,7.715078233651271,5.010229474904474,0
45,-0.722667469583851,-2.4138030746291452,7.648835396295309,5.110787475814381,0
46,-0.7510533771590158,-2.41056378293028,7.581281970748951,5.2104697698535825,0
47,-0.8696734621622003,-2.5189188979779833,7.512429531940554,5.309259276979093,0
48,-0.8873990677830192,-2.1676515907470364,7.44228987737765,5.407139070122325,0
49,-0.9548246084819804,-2.1721623745053034,7.370875025125495,5.504092378089449,0
50,-1.0274694755525893,-2.1147246648647298,7.2981972117478495,5.600102588435061,0
51,-1.0368110483144206,-2.130277451708057,7.224268890210285,5.695153250308634,0
52,-1.129644944159151,-2.1306054385376942,7.149102727746463,5.7892280772732745,0
53,-1.2450386502771174,-2.361630140704845,7.072711603687642,5.882310950096342,0
54,-1.1852896538014854,-2.033729035805343,6.99510860725589,5.97438591951137,0
55,-1.3046693194129424,-1.9927390659572572,6.916307035321301,6.065437208950911,0
56,-1.4074220905193784,-1.9184441989442025,6.836320390123658,6.155449217249757,0
57,-1.4386803750389463,-1.892782996291198,6.755162376958886,6.244406521318123,0
58,-1.4640521305597534,-1.8510198002528413,6.672846901830723,6.332293878784312,0
59,-1.6186664415720795,-2.063665524390434,6.589388069067994,6.419096230606416,0
60,-1.5979483351439248,-2.0038627621168166,6.504800178907921,6.504798703652605,0
61,-1.6513281554963593,-2.0269250768715117,6.419097725045837,6.589386613249559,0
62,-1.6870282403644477,-1.981209774587969,6.3322953921517735,6.672845465698615,0
63,-1.7184999431919619,-1.6945169687803514,6.244408053354316,6.755160960759181,0
64,-1.8193618135248433,-1.5635401603831325,6.155450767692176,6.836318994099014,0
65,-1.888149874600772,-1.5856807811867726,6.065438777533894,6.916305659710918,0
66,-1.9198858183438396,-1.5424330956115253,5.97438750596615,6.995107252295471,0
67,-1.9736693389503561,-1.4783400267261795,5.882312554151086,7.072710269609357,0
68,-2.0565919022530035,-1.4311535904781545,5.7892296986531395,7.149101414778896,0
69,-2.1276770758441015,-1.4394091780573608,5.695154888735803,7.2242675985784075,0
70,-2.234392697049676,-1.416837719234468,5.6001042436288,7.298195941672972,0
71,-2.2678728329921425,-1.4365183931656582,5.504094049766146,7.370873776825245,0
72,-2.2905097327148893,-1.3392880543829786,5.407140757995548,7.442288651065914,0
73,-2.4393723392010656,-1.6075396501501928,5.309260980759635,7.512428327827453,0
74,-2.4941748121575578,-1.512338522300211,5.210471489249509,7.581280789040802,0
75,-2.5180417577271275,-1.506537905565044,5.110789210531083,7.6488342371945945,0
76,-2.689290359535236,-1.7385648596567518,5.010231224644715,7.715077097356595,0
77,-2.680441536289331,-1.3863152410834996,4.908814761678639,7.779998019157013,0
78,-2.693420850800267,-1.4079209490211533,4.806557198816673,7.843585878733321,0
79,-2.757685951839872,-1.3360200440551788,4.703476057360732,7.905829780636278,0
80,-2.7893553011904126,-1.3099981753544754,4.59958899972864,7.966719059696811,0
81,-2.8550386290623124,-1.238839086573172,4.4949138264277675,8.026243282853418,0
82,-2.9090375184201975,-1.2399560706901156,4.389468473005015,8.08439225093984,0
83,-2.980003015267051,-1.1837267818622095,4.283271006973638,8.141156000432629,0
84,-3.0271042351680832,-1.116206616385155,4.176339624717483,8.196524805158328,0
85,-3.0606375912086383,-1.1058337484996972,4.068692648373121,8.250489177960034,0
86,-3.103425409595459,-1.0604849251859148,3.960348522690456,8.303039872322946,0
87,-3.206751114333635,-1.30361833349531,3.8513258118723046,8.354167883958716,0
88,-3.167609675418749,-1.0447286169588212,3.7416431963935266,8.403864452348287,0
89,-3.233091965030119,-0.9567198999421143,3.6313194698002036,8.452121062242963,0
90,-3.389962223415037,-1.11741699131556,3.5203735354894823,8.498929445123451,0
91,-3.404099238163717,-0.877240169739464,3.4088244034705673,8.544281580616634,0
92,-3.407260012654567,-0.8526745853885048,3.296691187107453,8.588169697869807,0
93,-3.458718014481969,-0.8309173111562179,3.183993099843955,8.630586276882193,0
94,-3.4831664609914883,-0.7481387205102273,3.0707494519115746,8.671524049793433,0
95,-3.5025554820612315,-0.744400308152874,2.956979647020803,8.710976002128916,0
96,-3.588287824910358,-0.7003313152443957,2.8427031790363926,8.748935374001658,0
97,-3.6402927314998577,-0.6610274411953868,2.7279396286371793,8.78539566127058,0
98,-3.6519067644906262,-0.6237358902523779,2.6127086599610436,8.820350616654968,0
99,-3.613893907976161,-0.5463074327274242,2.4970300172355535,8.853794250804894,0
100,-3.649492260913213,-0.5072558354571105,2.380923521394906,8.885720833327458,0
101,-3.681305970159867,-0.44493064748332095,2.2644090666836947,8.916124893768696,0
102,-3.762408702357658,-0.3832447496655521,2.1475066172481547,8.945001222550868,0
103,-3.751627160565181,-0.37966149130072363,2.030236203715397,8.972344871865127,0
104,-3.791180839536222,-0.31024901214582257,1.9126179197612694,8.998151156519278,0
105,-3.8555092701586164,-0.31287827602515483,1.7946719186674052,9.022415654740575,0
106,-3.912342146159843,-0.2329116201712494,1.6764184098680672,9.045134208933362,0
107,-3.927297565315454,-0.22756158879587723,1.557877655487371,9.066302926391456,0
108,-4.00270737150221,-0.17029615136746906,1.4390699668674651,9.085918179965152,0
109,-3.9902703577686918,-0.11023195262764485,1.3200157010882887,9.103976608682688,0
110,-4.045717082106562,-0.12259784364460095,1.2007352574795012,9.120475118326171,0
111,-4.029085042893089,-0.03428422462032359,1.0812490741251541,9.135410881961722,0
112,-4.0814451501719065,0.015328612395989902,0.9615776243617428,9.148781340423868,0
113,-4.064441458365351,0.0823880613310547,0.8417414132701867,9.160584202754048,0
114,-4.096065633766689,0.1326449585283257,0.7217609741624106,9.170817446593148,0
115,-4.101991431544646,0.136703375234302,0.6016568650630584,9.179479318528019,0
116,-4.138304400357661,0.23841031928343487,0.48144966518698407,9.186568334391927,0
117,-4.143754645959971,0.23112226074382602,0.3611599714131127,9.192083279518851,0
118,-4.159421289474067,0.24116811881610103,0.2408083947552615,9.196023208951603,0
119,-4.1811090924246175,0.29212378588087307,0.12041555683057062,9.198387447603753,0
120,-4.188023305424875,0.36144382672945063,0,9.199175590375301,0
121,-4.1945921858539625,0.3610737763687617,0,9.198387502222076,0.12041347068323838
122,-4.203644441445131,0.3828325098438958,0,9.196023318178884,0.2408063091441232
123,-4.2100898817841435,0.3897608869076385,0,9.192083443336381,0.3611578866955249
124,-4.211999044036699,0.40065491365620437,0,9.186568552771636,0.48144758172015645
125,-4.211505435011502,0.409468375469021,0,9.179479591432488,0.60165478320398
126,-4.18026884132219,0.51617405591234,0,9.170817773975616,0.7217588942677974
127,-4.178558458088589,0.5248886557745137,0,9.160584584558421,0.8417393356964176
128,-4.1665193740625925,0.5641071808744664,0,9.148781776584725,0.9615755494647996
129,-4.189064509206742,0.5209247310576229,0,9.135411372404326,1.0812470022605614
130,-4.151731168475261,0.6217928879180642,0,9.12047566296649,1.2007331890022583
131,-4.160193347650268,0.6501855562854916,0,9.1039772074274,1.32001363635282
132,-4.155358411038456,0.6437120496002235,0,9.085918832711664,1.4390679062275527
133,-4.1517320700269655,0.6833038486636128,0,9.066303633027928,1.5578755992960966
134,-4.105942398656969,0.7687539316835278,0,9.045134969338712,1.6764163584777472
135,-4.103183427575696,0.7765003292887068,0,9.022416468784513,1.7946698724295316
136,-4.0998405769822845,0.7901708796086558,0,8.998152024062318,1.9126158790264574
137,-4.078263059275188,0.8876789767338013,0,8.972345792758626,2.0302341688333168
138,-4.077106568360353,0.8928578948106003,0,8.94500219663703,2.1475045885674717
139,-4.078999220949778,0.9199622465387253,0,8.916125920880617,2.2644070445520126
140,-4.062217245398041,0.9712858072416616,0,8.885721913289151,2.3809215061587063
141,-3.950050302939002,1.041325972588925,0,8.85379538343131,2.497028009240139
142,-3.9338327926434165,1.1206505773280422,0,8.820351801752043,2.6127066595504704
143,-3.9487344402504836,1.1585995075228668,0,8.785396898635252,2.72793763615421
144,-3.9387595046509087,1.1635118441253676,0,8.748936663421905,2.8427011948224257
145,-3.8648366575294926,1.2675457957723073,0,8.710977343383806,2.956977671415826
146,-3.7887044630354576,1.2830991962818759,0,8.671525442653149,3.0707474852540946
147,-3.745329187332887,1.2603354227919774,0,8.630587721108077,3.1839911424709504
148,-3.7360956314913834,1.324469924725426,0,8.588171193214396,3.29668923935431
149,-3.6574695175902763,1.4137101784095256,0,8.544283126823709,3.4088224656710207
150,-3.611535851623443,1.4427980055722944,0,8.498931041928081,3.520371607975566
151,-3.5766899309484708,1.5012395632126283,0,8.452122709371542,3.6313175529021864
152,-3.5353905476319385,1.537474130249397,0,8.403866149518588,3.741641290439859
153,-3.5638843947868426,1.309705675094004,0,8.354169630879937,3.851323917189565
154,-3.410396154105994,1.6229684246465326,0,8.30304166869576,3.9603466396032827
155,-3.3694415662481902,1.6723647008517153,0,8.250491023476645,4.068690777204174
156,-3.305810312100625,1.7104015744154821,0,8.196526699502513,4.176337765787378
157,-3.2891468287201695,1.7699293486310566,0,8.141157943279802,4.283269160600893
158,-3.2947402356168025,1.5275589136377699,0,8.084394241957108,4.389466639505996
159,-3.2416593269808933,1.647218287116608,0,8.026245321699625,4.494912006116636
160,-3.19202416070721,1.701262356700695,0,7.966721146022615,4.599587192917295
161,-3.0577885079048905,1.9802252187713894,0,7.905831914084198,4.703474264358763
162,-3.0044696418559598,2.010909974201179,0,7.843588058937799,4.806555419931302
163,-2.960040864733455,2.0740751652577867,0,7.780000245744484,4.908812997214667
164,-2.949260827410236,1.880657202711945,0,7.715079369945545,5.010229474904474
165,-2.896126370709769,1.925724461881391,0,7.6488365553956275,5.110787475814381
166,-2.8428109242534707,1.9646532599478854,0,7.581283152456708,5.2104697698535825
167,-2.7874773046479944,2.007110230996568,0,7.512430736053269,5.309259276979093
168,-2.7346239340208314,2.044420091415865,0,7.4422911036890085,5.407139070122322
169,-2.7128266348053196,2.1118784304802785,0,7.3708762734253686,5.504092378089449
170,-2.649538668716231,2.1616488727077363,0,7.29819848182235,5.600102588435061
171,-2.4339320022742776,2.3869757154508333,0,7.224270181841791,5.695153250308634
172,-2.3863482294486724,2.4851686171643785,0,7.149104040713665,5.7892280772732745
173,-2.3380328532569132,2.5230321509638327,0,7.072712937765564,5.882310950096342
174,-2.286084007948287,2.52880694584741,0,6.995109962215946,5.97438591951137
175,-2.244567667429014,2.575407757022732,0,6.916308410931327,6.065437208950911
176,-2.2169759619977825,2.4759928602184638,0,6.836321786147953,6.155449217249757
177,-2.151623919789534,2.5068244634544463,0,6.7551637931582444,6.244406521318123
178,-2.090873548492639,2.5470683749531835,0,6.6728483379624866,6.332293878784312
179,-2.0179398943418367,2.5865693647794967,0,6.589389524886091,6.419096230606416
180,-1.9506796379197568,2.6307960281602853,0,6.504801654162905,6.504798703652605
181,-1.9025246730467702,2.6533463053575734,0,6.419099219484929,6.589386613249559
182,-1.8329056495023195,2.675457063253485,0,6.332296905518908,6.672845465698615
183,-1.7760189134382216,2.7190669497825257,0,6.244409585390187,6.755160960759181
184,-1.714992869248035,2.771520498683365,0,6.155452318134276,6.836318994099014
185,-1.607702180269655,2.8342096783142994,0,6.065440346116568,6.91630565971092
186,-1.554743569544323,2.8643975621292412,0,5.974389092420622,6.9951072522954725
187,-1.512241414407568,2.8650797563819497,0,5.882314158205532,7.072710269609357
188,-1.4394893735717773,2.8709651713268522,0,5.789231320032708,7.149101414778896
189,-1.3347077223588724,2.9254836353441562,0,5.695156527162679,7.2242675985784075
190,-1.3177262361113096,3.15613700339666,0,5.600105898822249,7.298195941672972
191,-1.2202723258701837,3.376652488344266,0,5.504095721442559,7.370873776825245
192,-1.1944335722682526,3.2015639952712984,0,5.407142445868494,7.442288651065914
193,-1.1321340553717631,3.2564910225310704,0,5.309262684539907,7.512428327827453
194,-1.0340934658885612,3.307906339814879,0,5.2104732086451655,7.581280789040802
195,-1.0333486374288783,3.342647868936438,0,5.110790945247523,7.6488342371945945
196,-0.9973895196060132,3.331921757372411,0,5.010232974384697,7.715077097356595
197,-0.8286307009949683,3.6270511254123554,0,4.908816526142357,7.77999801915701
198,-0.8470599393719698,3.4074221447932422,0,4.806558977701798,7.843585878733321
199,-0.6869309564643977,3.688049242272986,0,4.703477850362457,7.905829780636278
200,-0.6161124046622491,3.6642997137669906,0,4.599590806539747,7.966719059696811
201,-0.5877456004297982,3.6675255154508632,0,4.494915646738669,8.026243282853418
202,-0.4660376567722332,3.7490296642873218,0,4.389470306503807,8.08439225093984
203,-0.4276675086168069,3.2637281882694893,0,4.283272853346162,8.141156000432629
204,-0.4927203446947177,3.3942640173366865,0,4.176341483647369,8.196524805158328
205,-0.28076805086884327,3.324204240110118,0,4.068694519541855,8.250489177960034
206,-0.2998816206716926,3.32991546809285,0,3.960350405777422,8.303039872322948
207,-0.12617119461372994,3.3952091797790436,0,3.851327706554844,8.354167883958716
208,-0.05600200079864861,3.3912047870962496,0,3.741645102347002,8.403864452348287
209,-0.1924917824709682,3.439755153611468,0,3.6313213866980303,8.452121062242963
210,-0.1459638907496865,3.457078521441672,0,3.52037546300322,8.498929445123451
211,0.10743942573862413,3.4232320913182166,0,3.408826341269936,8.544281580616634
212,0.18649594411193968,3.4452209328688546,0,3.2966931348604267,8.588169697869807
213,0.2722976231054709,3.480801806568855,0,3.183995057216794,8.630586276882193
214,0.12595874322984243,3.544250275080543,0,3.0707514185688947,8.671524049793433
215,0.17961878469525622,3.538986907334634,0,2.956981622625632,8.710976002128916
216,0.2468320650129852,3.546700995682038,0,2.842705163250215,8.748935374001658
217,0.48258842744286906,3.485507864056682,0,2.727941621120009,8.78539566127058
218,0.5312919426596492,3.5004383778028823,0,2.612710660371485,8.820350616654968
219,0.43233433147105793,3.5858548143705664,0,2.49703202523084,8.853794250804894
220,0.4676265495116257,3.5997104360140115,0,2.3809255366309836,8.885720833327458
221,0.7278391882100191,3.517618492861765,0,2.264411088815257,8.916124893768696
222,0.7785672667681814,3.5072667294798943,0,2.1475086459287236,8.945001222550868
223,0.8379425426572523,3.5214991901329062,0,2.0302382385973727,8.972344871865127
224,0.8905739052462721,3.526594187980169,0,1.9126199604959804,8.998151156519278
225,0.9463921529967745,3.527919703064909,0,1.7946739649051833,9.022415654740575
226,1.0186683859947252,3.5304560256484665,0,1.6764204612583027,9.045134208933362
227,1.0533470247688586,3.5299638611705584,0,1.5578797116785665,9.066302926391456
228,1.113284789509572,3.5269914596977197,0,1.4390720275073012,9.085918179965152
229,1.171405805739034,3.5142156768438126,0,1.3200177658236876,9.103976608682688
230,1.2015891858729362,3.521157718878518,0,1.2007373259566807,9.120475118326171
231,1.2547253064383619,3.514488457740454,0,1.0812511459896976,9.135410881961722
232,1.1119882383447293,3.603466220353514,0,0.9615796992586353,9.148781340423868
233,1.1648581742364235,3.5991117275614632,0,0.841743490843915,9.160584202754048
234,1.3950998754730468,3.5206604357927564,0,0.7217630540569895,9.170817446593148
235,1.3947059525671102,3.5629450666330387,0,0.6016589469221048,9.179479318528019
236,1.467983937857093,3.483732759429587,0,0.4814517486537861,9.186568334391927
237,1.510289551788474,3.48867610877308,0,0.36116205613068125,9.192083279518851
238,1.5043534807553542,3.538087406344275,0,0.24081048036638705,9.196023208951603
239,1.5932625264072673,3.5062181936446364,0,0.1204176429779006,9.198387447603753
240,1.67157860250513,3.4754725059953513,0,0,9.199175590375301
241,1.6838055449882994,3.472448980048721,0.12041347068323838,0,9.198387502222076
242,1.6318625605964545,3.507349287938298,0.2408063091441232,0,9.196023318178884
243,1.6289252183261118,3.4949833710840683,0.36115788669552495,0,9.192083443336381
244,1.6682614643998777,3.438249021571434,0.48144758172015645,0,9.186568552771636
245,1.6934804275351818,3.4009383773754642,0.60165478320398,0,9.179479591432488
246,1.6994374776326826,3.4086530478682744,0.7217588942677975,0,9.170817773975616
247,1.70663857948364,3.4097691859873596,0.8417393356964176,0,9.160584584558421
248,1.7828544754837723,3.3471137249619423,0.9615755494647996,0,9.148781776584725
249,1.7690707675918995,3.3652156209086534,1.0812470022605614,0,9.135411372404326
250,1.866845241477719,3.298184946819173,1.2007331890022583,0,9.12047566296649
251,1.7971587892312488,3.2932910686687245,1.32001363635282,0,9.1039772074274
252,1.8892974121351962,3.1955856889397554,1.439067906227553,0,9.085918832711664
253,1.9242377873379415,3.1726570374995786,1.5578755992960966,0,9.066303633027928
254,1.7642745866249583,3.2543341836499873,1.6764163584777472,0,9.045134969338712
255,2.0087356706706703,3.078643429459793,1.7946698724295316,0,9.022416468784513
256,1.9533672404074247,3.0187327726922035,1.9126158790264574,0,8.998152024062318
257,1.999685867172684,3.0203268657105986,2.0302341688333168,0,8.972345792758622
258,1.9666924364625866,3.0176476876058747,2.1475045885674717,0,8.94500219663703
259,2.055480422310152,2.9221683125352462,2.264407044552012,0,8.916125920880619
260,2.035787738950201,2.873376692785507,2.3809215061587063,0,8.885721913289151
261,2.0602717623355757,2.8338399980324835,2.497028009240139,0,8.85379538343131
262,2.0823471595948084,2.783308108263575,2.6127066595504704,0,8.820351801752043
263,1.9547592212704992,2.8868394681245113,2.72793763615421,0,8.785396898635252
264,2.1216351448363673,2.7349560069301027,2.8427011948224266,0,8.748936663421905
265,1.9708149267672856,2.7495567976732076,2.956977671415826,0,8.710977343383806
266,1.9615258830784128,2.735175180984036,3.0707474852540946,0,8.671525442653149
267,2.118586033861402,2.5924512851179493,3.1839911424709504,0,8.630587721108077
268,2.1847743034267246,2.505849299052354,3.29668923935431,0,8.588171193214396
269,2.052803596624812,2.596478900695761,3.4088224656710215,0,8.544283126823709
270,2.0855247644854242,2.5382969045198203,3.520371607975566,0,8.49893104192808
271,2.2401087689868566,2.942199850017858,3.6313175529021864,0,8.452122709371542
272,2.1607930671910895,2.979375372763941,3.741641290439859,0,8.403866149518588
273,2.1988224183124037,2.8876129982774423,3.851323917189564,0,8.354169630879937
274,2.19190629716537,2.8572418034334723,3.9603466396032827,0,8.30304166869576
275,2.251204463346743,2.7805740678996176,4.068690777204174,0,8.250491023476643
276,2.2335920703755585,2.7451687856242226,4.176337765787378,0,8.196526699502513
277,2.3308114042105865,2.665437771857089,4.283269160600893,0,8.141157943279802
278,2.2652495865337814,2.636580210187953,4.389466639505996,0,8.084394241957108
279,2.2963613067922695,2.529324947598268,4.494912006116636,0,8.026245321699626
280,2.3478803123297998,2.436426535727606,4.599587192917295,0,7.966721146022615
281,2.3765151217586467,2.3981442958668255,4.703474264358763,0,7.905831914084198
282,2.3413946372164367,2.4019644946854464,4.806555419931302,0,7.843588058937799
283,2.3710658820240837,2.280677596000078,4.908812997214667,0,7.780000245744484
284,2.368488240980197,2.230861208511634,5.010229474904474,0,7.715079369945545
285,2.4425870074555998,2.0778014510537224,5.110787475814381,0,7.6488365553956275
286,2.4803684192600115,2.021880490119685,5.2104697698535825,0,7.581283152456708
287,2.4955655688341434,1.9071714195107405,5.309259276979093,0,7.512430736053269
288,2.4944464718728345,1.9132628718420777,5.407139070122325,0,7.4422911036890085
289,2.530773642797704,1.8329440138168087,5.504092378089449,0,7.370876273425369
290,2.6197784614263977,1.7315760407702483,5.600102588435061,0,7.29819848182235
291,2.542598611265295,1.7106644398517972,5.695153250308634,0,7.224270181841791
292,2.5761409552201076,1.5619913186013321,5.7892280772732745,0,7.149104040713661
293,2.5825253353102573,1.2307390966155334,5.882310950096342,0,7.072712937765564
294,2.571740612031955,1.471480458100551,5.97438591951137,0,6.995109962215946
295,2.6340000111630064,1.380370245930709,6.065437208950911,0,6.916308410931327
296,2.567794903886221,1.3253044586660636,6.155449217249757,0,6.836321786147953
297,2.643695468915314,1.1782310741742807,6.244406521318123,0,6.7551637931582444
298,2.5946465442742226,0.9095684016019682,6.332293878784312,0,6.6728483379624866
299,2.5917266919780086,0.8345949101101027,6.419096230606416,0,6.589389524886091
300,2.6129554881909662,1.0838356122006598,6.504798703652605,0,6.504801654162905
301,2.5935964492489934,0.7096222422744245,6.589386613249559,0,6.419099219484929
302,2.5960950487129306,0.6330685618889652,6.672845465698615,0,6.332296905518908
303,2.5873631718435606,0.8586543346801738,6.755160960759181,0,6.244409585390187
304,2.593444381283926,0.7050021921469515,6.836318994099014,0,6.155452318134276
305,2.6303282567083124,0.6675451051920914,6.916305659710918,0,6.0654403461165645
306,2.5742211788104457,0.6288754632751616,6.995107252295471,0,5.974389092420622
307,2.594461933005257,0.5494089743595223,7.072710269609357,0,5.88231415820553
308,2.5491433931269833,0.4816156594992509,7.149101414778896,0,5.789231320032708
309,2.5712405809173875,0.42580974553619605,7.2242675985784075,0,5.695156527162679
310,2.5361998044463316,0.3359709038279902,7.298195941672972,0,5.600105898822249
311,2.549497296095271,0.2501454435023144,7.370873776825245,0,5.504095721442559
312,2.5774193345374363,0.18645093426489814,7.442288651065914,0,5.407142445868496
313,2.5718264813114815,0.12603135792650833,7.512428327827453,0,5.309262684539907
314,2.5893806678223203,0.08264113011215561,7.581280789040802,0,5.210473208645172
315,2.609643178756153,0.0037942326088816767,7.6488342371945945,0,5.110790945247523
316,2.5353637447665167,0.010476103567077306,7.715077097356595,0,5.010232974384697
317,2.549310362690537,-0.05060783030260029,7.779998019157013,0,4.908816526142357
318,2.5231255811463855,-0.13210346248397864,7.843585878733321,0,4.806558977701798
319,2.397302948173532,-0.5482471215604922,7.905829780636278,0,4.703477850362457
320,2.3843207396085973,-0.6544755865768503,7.966719059696811,0,4.599590806539747
321,2.438411308864952,-0.7427809943644788,8.026243282853418,0,4.494915646738669
322,2.420581224870713,-0.7707304297951151,8.08439225093984,0,4.389470306503807
323,2.427960907693963,-0.8330388743528209,8.141156000432629,0,4.283272853346162
324,2.3031386082577745,-1.1809988173771508,8.196524805158328,0,4.176341483647369
325,2.386903626674773,-1.012511783146315,8.250489177960034,0,4.068694519541855
326,2.3199333324611984,-1.054300544118222,8.303039872322946,0,3.960350405777422
327,2.305757142216616,-1.0758878946545203,8.354167883958716,0,3.851327706554851
328,2.39129898118505,-1.1681834762973238,8.403864452348287,0,3.741645102347002
329,2.350609611895429,-1.238265851260683,8.452121062242963,0,3.6313213866980303
330,2.2849745548036893,-1.2754937203272319,8.498929445123451,0,3.5203754630032154
331,2.2794353112328327,-1.3260161306885259,8.544281580616634,0,3.408826341269936
332,2.2820739017245577,-1.38530592922788,8.588169697869807,0,3.2966931348604267
333,2.273002248381239,-1.4353047503886258,8.630586276882193,0,3.183995057216794
334,2.202573875813411,-1.457331291466047,8.671524049793433,0,3.0707514185688947
335,2.163377060690537,-1.5106271140015968,8.710976002128916,0,2.956981622625632
336,2.136019216877061,-1.5633404420990908,8.748935374001658,0,2.842705163250215
337,2.146131209845894,-1.6789418228731674,8.78539566127058,0,2.7279416211200127
338,2.09913644364882,-1.7145846802792049,8.820350616654968,0,2.612710660371485
339,2.0658956951674514,-1.7481345923646252,8.853794250804894,0,2.4970320252308444
340,2.0512650486964046,-1.7878729788321395,8.885720833327458,0,2.3809255366309836
341,2.0324320630905683,-1.8608950941779132,8.916124893768696,0,2.264411088815257
342,2.0023929370663938,-1.8450742873188344,8.945001222550868,0,2.1475086459287236
343,1.9750603569608929,-1.88119151333569,8.972344871865127,0,2.0302382385973727
344,1.8964400622194018,-1.9991166187110623,8.998151156519278,0,1.9126199604959804
345,1.924120650667787,-1.980149774634321,9.022415654740575,0,1.7946739649051833
346,1.896187624252349,-2.0709850640979766,9.045134208933362,0,1.6764204612583027
347,1.8484800645015165,-2.03138239806814,9.066302926391456,0,1.5578797116785665
348,1.845590944412951,-2.154601388953458,9.085918179965152,0,1.4390720275073012
349,1.8207178680008995,-2.198372789209193,9.103976608682688,0,1.3200177658236876
350,1.7930036917806675,-2.2514088698767014,9.120475118326171,0,1.2007373259566807
351,1.761400397043265,-2.294022339521824,9.135410881961722,0,1.0812511459896976
352,1.788227020568292,-2.3760934160676586,9.148781340423868,0,0.9615796992586393
353,1.768743981719524,-2.4084714049270253,9.160584202754048,0,0.841743490843915
354,1.7436310370849342,-2.4336496229917417,9.170817446593148,0,0.7217630540569855
355,1.7160579856467313,-2.4683550483304115,9.179479318528019,0,0.6016589469221048
356,1.6427497690364592,-2.5048240896354783,9.186568334391927,0,0.4814517486537861
357,1.6325020181947814,-2.5413701430747513,9.192083279518851,0,0.36116205613067714
358,1.6016161279280912,-2.568499447339772,9.196023208951603,0,0.24081048036638705
359,1.5803838465427413,-2.595430719774609,9.198387447603753,0,0.1204176429779006
